# television	inicio_seg	largo_seg	comercial	score
mega-2014_04_16	2988.519	31.632	cristal	0.9997
mega-2014_04_16	3013.727	31.598	mr big (2)	0.9998
mega-2014_04_16	3025.356	30.030	dove pelo	0.9998
mega-2014_04_16	3031.545	31.665	ballerina	0.9998
mega-2014_04_16	3032.696	30.030	dove pelo	0.9999
mega-2014_04_16	3044.174	25.092	scotiabank	0.9929
mega-2014_04_16	3049.530	15.048	dove desodorante hombre	0.9911
mega-2014_04_16	3055.553	31.698	vtr	0.9990
mega-2014_04_16	3057.705	15.048	dove desodorante hombre	0.9945
mega-2014_04_16	3080.728	20.053	pantene expert	0.9989
mega-2014_04_16	3101.315	31.598	mr big (2)	0.9992
mega-2014_04_16	3101.765	30.030	dove pelo	0.9993
mega-2014_04_16	3106.286	31.665	ballerina	0.9997
mega-2014_04_16	3106.770	30.030	dove pelo	0.9996
mega-2014_04_16	3113.694	31.532	soprole panacota	0.9994
mega-2014_04_16	3114.628	30.330	presto	0.9990
mega-2014_04_16	3117.581	25.092	scotiabank	0.9990
mega-2014_04_16	3141.655	31.498	mall plaza	1.0000
mega-2014_04_16	3152.349	31.632	cristal	0.9995
mega-2014_04_16	3167.448	30.130	dfm motor	0.9992
mega-2014_04_16	3177.341	31.698	vtr	0.9993
mega-2014_04_16	3185.699	31.665	ballerina	0.9996
mega-2014_04_16	3200.080	37.604	mall plaza (2)	0.9996
mega-2014_04_16	3207.204	30.030	dove pelo	0.9994
mega-2014_04_16	3216.714	31.698	vtr	0.9987
mega-2014_04_16	3227.024	33.100	scotiabank	1.0000
mega-2014_04_16	3243.157	32.199	petrobras pantuflas mundialeras	0.9995
mega-2014_04_16	3243.774	31.632	cristal	0.9994
mega-2014_04_16	3254.435	30.330	presto	0.9997
mega-2014_04_16	3275.722	30.464	colgate sensitive	0.9997
mega-2014_04_16	3289.953	30.030	dove pelo	0.9987
mega-2014_04_16	3297.077	30.130	dfm motor	0.9991
mega-2014_04_16	3310.958	20.053	pantene expert	0.9995
mega-2014_04_16	3322.986	30.030	colgate total12	0.9995
mega-2014_04_16	3328.542	31.598	mall plaza (2)	0.9997
mega-2014_04_16	3339.536	31.632	cristal	0.9996
mega-2014_04_16	3340.837	59.726	colgate total12	0.9996
mega-2014_04_16	3386.500	38.472	colgate sensitive	0.9978
mega-2014_04_16	3434.398	31.765	limon soda	0.9994
mega-2014_04_16	3434.548	30.464	colgate sensitive	0.9994
mega-2014_04_16	3444.625	31.665	ballerina	0.9991
mega-2014_04_16	3445.108	30.030	colgate total12	0.9989
mega-2014_04_16	3456.169	31.598	mr big (2)	0.9993
mega-2014_04_16	3471.134	30.030	dove pelo	0.9975
mega-2014_04_16	3485.365	31.598	mr big (2)	0.9998
mega-2014_04_16	3497.144	20.053	pantene expert	0.9990
mega-2014_04_17	0.000	30.464	colgate sensitive	0.9997
mega-2014_04_17	2.803	31.765	limon soda	0.9989
mega-2014_04_17	7.658	20.053	pantene expert	0.9989
mega-2014_04_17	15.515	30.030	dove pelo	0.9981
mega-2014_04_17	16.350	30.030	colgate total12	0.9961
mega-2014_04_17	22.906	16.250	falabella connect	0.9962
mega-2014_04_17	36.520	20.053	pantene expert	0.9996
mega-2014_04_17	36.703	30.030	dove pelo	0.9992
mega-2014_04_17	41.241	31.632	cristal	0.9981
mega-2014_04_17	43.093	16.250	falabella connect	0.9993
mega-2014_04_17	51.418	31.632	cristal	0.9989
mega-2014_04_17	81.198	30.464	colgate sensitive	0.9998
mega-2014_04_17	86.069	20.053	pantene expert	0.9996
mega-2014_04_17	87.788	31.632	cristal	0.9990
mega-2014_04_17	96.046	30.464	colgate sensitive	0.9992
mega-2014_04_17	105.305	31.632	cristal	0.9996
mega-2014_04_17	114.298	31.665	ballerina	0.9993
mega-2014_04_17	135.802	30.030	colgate total12	0.9997
mega-2014_04_17	142.426	30.464	colgate sensitive	0.9995
mega-2014_04_17	148.348	31.632	cristal	0.9996
mega-2014_04_17	172.823	20.053	pantene expert	0.9998
mega-2014_04_17	179.262	31.532	soprole panacota	0.9992
mega-2014_04_17	190.507	20.053	pantene expert	0.9992
mega-2014_04_17	199.366	31.698	vtr	0.9992
mega-2014_04_17	205.005	31.765	limon soda	0.9992
mega-2014_04_17	216.683	25.092	scotiabank	0.9978
mega-2014_04_17	226.476	31.532	soprole panacota	0.9990
mega-2014_04_17	238.688	30.464	colgate sensitive	0.9937
mega-2014_04_17	264.598	30.030	colgate total12	0.9992
mega-2014_04_17	269.252	20.053	pantene expert	0.9994
mega-2014_04_17	275.959	31.665	ballerina	0.9995
mega-2014_04_17	292.492	30.964	samsung	0.9993
mega-2014_04_17	320.604	30.130	dfm motor	0.9995
mega-2014_04_17	363.947	32.199	petrobras pantuflas mundialeras	0.9993
mega-2014_04_17	395.729	30.030	colgate total12	0.9996
mega-2014_04_17	411.261	31.665	ballerina	0.9999
mega-2014_04_17	417.200	30.464	colgate sensitive	0.9991
mega-2014_04_17	421.738	20.053	pantene expert	0.9996
mega-2014_04_17	447.564	30.130	dfm motor	0.9994
mega-2014_04_17	463.296	31.698	vtr	0.9995
mega-2014_04_17	463.313	20.988	mall plaza	0.9996
mega-2014_04_17	463.663	31.632	cristal	0.9990
mega-2014_04_17	476.326	37.004	mall plaza	1.0000
mega-2014_04_17	506.856	31.665	ballerina	0.9995
mega-2014_04_17	515.131	30.130	dfm motor	0.9998
mega-2014_04_17	522.739	16.250	falabella connect	0.9997
mega-2014_04_17	535.735	31.632	cristal	0.9993
mega-2014_04_17	536.086	31.598	mr big (2)	0.9994
mega-2014_04_17	561.911	41.341	ballerina	0.9998
mega-2014_04_17	580.830	31.532	soprole panacota	0.9998
mega-2014_04_17	604.487	31.598	mall plaza (2)	0.9995
mega-2014_04_17	614.481	31.632	cristal	0.9992
mega-2014_04_17	614.531	32.199	petrobras pantuflas mundialeras	0.9992
mega-2014_04_17	623.740	30.464	colgate sensitive	0.9972
mega-2014_04_17	630.296	31.698	vtr	0.9995
mega-2014_04_17	638.004	31.632	cristal	0.9992
mega-2014_04_17	653.002	48.515	ballerina	1.0000
mega-2014_04_17	696.512	20.053	pantene expert	0.9996
mega-2014_04_17	706.322	43.810	colgate sensitive	0.9966
mega-2014_04_17	735.568	30.030	colgate total12	0.9981
mega-2014_04_17	735.985	32.199	petrobras pantuflas mundialeras	0.9976
mega-2014_04_17	739.355	30.464	colgate sensitive	0.9935
mega-2014_04_17	750.883	31.765	limon soda	0.9990
mega-2014_04_17	778.761	37.571	pantene expert	0.9993
mega-2014_04_17	819.902	32.199	petrobras pantuflas mundialeras	0.9976
mega-2014_04_17	820.269	36.803	colgate sensitive	0.9985
mega-2014_04_17	834.500	31.698	vtr	0.9983
mega-2014_04_17	863.579	31.598	mall plaza (2)	0.9987
mega-2014_04_17	870.720	30.330	presto	0.9918
mega-2014_04_17	881.464	32.199	petrobras pantuflas mundialeras	0.9994
mega-2014_04_17	890.339	30.464	colgate sensitive	0.9947
mega-2014_04_17	901.751	30.330	presto	0.9918
mega-2014_04_17	914.697	30.464	colgate sensitive	0.9961
mega-2014_04_17	921.838	32.199	petrobras pantuflas mundialeras	0.9992
mega-2014_04_17	937.553	30.464	colgate sensitive	0.9958
mega-2014_04_17	952.285	30.030	colgate total12	0.9983
mega-2014_04_17	977.960	15.048	dove desodorante hombre	0.9979
mega-2014_04_17	979.111	31.765	ferreteria mts	0.9996
mega-2014_04_17	979.428	30.464	colgate sensitive	0.9995
mega-2014_04_17	984.784	31.765	limon soda	0.9994
mega-2014_04_17	995.661	30.030	colgate total12	0.9870
mega-2014_04_17	1007.590	63.230	petrobras pantuflas mundialeras	0.9976
mega-2014_04_17	1043.826	30.464	colgate sensitive	0.9974
mega-2014_04_17	1044.293	32.199	petrobras pantuflas mundialeras	0.9975
mega-2014_04_17	1051.884	31.698	vtr	0.9958
mega-2014_04_17	1052.435	31.598	mall plaza (2)	0.9964
mega-2014_04_17	1068.384	20.053	pantene expert	0.9997
mega-2014_04_17	1080.963	31.598	mall plaza (2)	0.9978
mega-2014_04_17	1081.931	30.330	presto	0.9973
mega-2014_04_17	1082.298	31.598	mall plaza (2)	0.9980
mega-2014_04_17	1129.595	31.765	limon soda	0.9994
mega-2014_04_17	1141.457	20.053	pantene expert	0.9993
mega-2014_04_17	1149.015	31.632	cristal	0.9999
mega-2014_04_17	1159.992	38.205	dove pelo	0.9997
mega-2014_04_17	1175.458	30.130	dfm motor	0.9993
mega-2014_04_17	1190.356	31.698	vtr	0.9992
mega-2014_04_17	1196.779	31.532	soprole panacota	0.9997
mega-2014_04_17	1207.073	31.632	cristal	0.9997
mega-2014_04_17	1207.540	30.030	dove pelo	0.9998
mega-2014_04_17	1218.734	31.665	ballerina	0.9998
mega-2014_04_17	1219.101	31.598	mr big (2)	0.9997
mega-2014_04_17	1219.418	31.632	cristal	0.9997
mega-2014_04_17	1229.512	30.130	dfm motor	0.9991
mega-2014_04_17	1230.763	31.632	cristal	0.9987
mega-2014_04_17	1255.304	31.598	mr big (2)	0.9998
mega-2014_04_17	1266.398	25.092	scotiabank	0.9995
mega-2014_04_17	1268.184	33.533	soprole panacota	0.9998
mega-2014_04_17	1281.664	31.598	mr big (2)	0.9995
mega-2014_04_17	1282.465	31.665	ballerina	0.9997
mega-2014_04_17	1299.782	20.053	pantene expert	0.9995
mega-2014_04_17	1332.181	31.665	ballerina	0.9998
mega-2014_04_17	1347.963	41.308	colgate sensitive	0.9990
mega-2014_04_17	1375.708	30.030	dove pelo	0.9998
mega-2014_04_17	1389.238	31.665	ballerina	0.9998
mega-2014_04_17	1390.389	30.030	dove pelo	0.9998
mega-2014_04_17	1411.410	31.698	vtr	0.9995
mega-2014_04_17	1428.344	31.532	soprole panacota	0.9997
mega-2014_04_17	1436.018	32.199	petrobras pantuflas mundialeras	0.9992
mega-2014_04_17	1451.633	31.665	ballerina	0.9994
mega-2014_04_17	1462.645	30.330	presto	0.9965
mega-2014_04_17	1470.803	31.698	vtr	0.9996
mega-2014_04_17	1471.086	30.130	dfm motor	0.9995
mega-2014_04_17	1477.559	31.532	soprole panacota	0.9993
mega-2014_04_17	1503.052	31.598	mr big (2)	0.9997
mega-2014_04_17	1503.502	30.697	dove pelo	0.9997
mega-2014_04_17	1541.757	31.598	mall plaza (2)	0.9991
mega-2014_04_17	1564.246	31.665	ballerina	0.9998
mega-2014_04_17	1572.788	31.598	mr big (2)	0.9996
mega-2014_04_17	1578.243	30.030	colgate total12	0.9997
mega-2014_04_17	1593.092	31.698	vtr	0.9991
mega-2014_04_17	1626.492	31.632	cristal	0.9995
mega-2014_04_17	1640.022	31.598	mall plaza (2)	0.9996
mega-2014_04_17	1640.772	31.765	limon soda	0.9997
mega-2014_04_17	1666.181	31.665	ballerina	0.9997
mega-2014_04_17	1667.549	16.250	falabella connect	0.9996
mega-2014_04_17	1674.423	37.621	dove pelo	0.9998
mega-2014_04_17	1706.321	30.130	dfm motor	0.9989
mega-2014_04_17	1714.880	31.698	vtr	0.9996
mega-2014_04_17	1715.998	54.154	dfm motor	0.9995
mega-2014_04_17	1742.658	31.532	soprole panacota	0.9999
mega-2014_04_17	1761.593	30.030	dove pelo	0.9998
mega-2014_04_17	1782.297	30.330	presto	0.9997
mega-2014_04_17	1788.870	31.532	soprole panacota	1.0000
mega-2014_04_17	1803.085	30.464	colgate sensitive	0.9997
mega-2014_04_17	1833.482	20.053	pantene expert	0.9962
mega-2014_04_17	1842.641	31.765	ferreteria mts	0.9992
mega-2014_04_17	1842.858	30.330	presto	0.9990
mega-2014_04_17	1856.655	31.765	ferreteria mts	0.9987
mega-2014_04_17	1857.706	30.330	presto	0.9987
mega-2014_04_17	1870.018	15.048	dove desodorante hombre	0.9990
mega-2014_04_17	1870.819	59.326	colgate sensitive	1.0000
mega-2014_04_17	1913.762	39.339	ballerina	1.0000
mega-2014_04_17	1931.430	30.030	dove pelo	0.9998
mega-2014_04_17	1936.818	31.598	mall plaza (2)	0.9999
mega-2014_04_17	1944.793	31.665	ballerina	0.9999
mega-2014_04_17	1960.292	30.030	dove pelo	0.9998
mega-2014_04_17	1987.202	31.598	mr big (2)	0.9980
mega-2014_04_17	1988.320	30.030	colgate total12	0.9978
mega-2014_04_17	1988.503	30.330	presto	0.9977
mega-2014_04_17	2002.284	30.464	colgate sensitive	0.9996
mega-2014_04_17	2008.256	31.532	soprole panacota	0.9995
mega-2014_04_17	2018.350	30.030	dove pelo	0.9998
mega-2014_04_17	2030.161	31.765	limon soda	0.9998
mega-2014_04_17	2043.174	31.765	ferreteria mts	0.9998
mega-2014_04_17	2043.558	31.665	ballerina	0.9997
mega-2014_04_17	2054.402	30.330	presto	0.9997
mega-2014_04_17	2064.863	31.765	ferreteria mts	0.9996
mega-2014_04_17	2076.741	30.030	colgate total12	0.9974
mega-2014_04_17	2112.038	15.048	dove desodorante hombre	0.9940
mega-2014_04_17	2122.504	31.598	mall plaza (2)	0.9991
mega-2014_04_17	2123.788	30.030	colgate total12	0.9993
mega-2014_04_17	2140.121	20.053	pantene expert	0.9990
mega-2014_04_17	2144.609	31.765	limon soda	0.9998
mega-2014_04_17	2144.726	32.199	petrobras pantuflas mundialeras	0.9998
mega-2014_04_17	2150.115	31.765	ferreteria mts	0.9996
mega-2014_04_17	2160.075	32.199	petrobras pantuflas mundialeras	0.9984
mega-2014_04_17	2193.842	20.053	pantene expert	0.9997
mega-2014_04_17	2202.884	30.330	presto	0.9988
mega-2014_04_17	2211.009	31.765	ferreteria mts	0.9996
mega-2014_04_17	2211.126	32.199	petrobras pantuflas mundialeras	0.9996
mega-2014_04_17	2215.013	25.092	scotiabank	0.9992
mega-2014_04_17	2221.686	31.765	limon soda	0.9998
mega-2014_04_17	2227.042	20.053	pantene expert	0.9998
mega-2014_04_17	2240.905	30.030	dove pelo	0.9997
mega-2014_04_17	2245.493	21.521	omo1	0.9998
mega-2014_04_17	2253.001	31.532	soprole panacota	0.9996
mega-2014_04_17	2263.511	21.521	omo1	0.9989
mega-2014_04_17	2277.192	32.199	petrobras pantuflas mundialeras	0.9991
mega-2014_04_17	2283.948	30.030	colgate total12	0.9992
mega-2014_04_17	2300.882	48.882	soprole panacota	0.9995
mega-2014_04_17	2322.904	21.521	omo1	0.9993
mega-2014_04_17	2324.455	31.765	limon soda	0.9989
mega-2014_04_17	2324.823	30.030	colgate total12	0.9992
mega-2014_04_17	2334.582	31.532	soprole panacota	0.9995
mega-2014_04_17	2347.428	21.521	omo1	0.9991
mega-2014_04_17	2354.569	31.598	mall plaza (2)	0.9992
mega-2014_04_17	2375.506	31.765	ferreteria mts	0.9996
mega-2014_04_17	2375.623	32.199	petrobras pantuflas mundialeras	0.9997
mega-2014_04_17	2386.467	21.521	omo1	0.9991
mega-2014_04_17	2402.767	30.964	samsung	0.9993
mega-2014_04_17	2410.758	81.882	ballerina	0.9999
mega-2014_04_17	2461.342	31.598	mr big (2)	0.9998
mega-2014_04_17	2481.429	32.966	dfm motor	0.9988
mega-2014_04_17	2524.739	31.598	mr big (2)	0.9996
mega-2014_04_17	2527.375	30.330	presto	0.9997
mega-2014_04_17	2546.093	31.598	mr big (2)	0.9997
mega-2014_04_17	2546.394	31.665	ballerina	0.9998
mega-2014_04_17	2546.544	30.030	colgate total12	0.9996
mega-2014_04_17	2553.267	31.598	mr big (2)	0.9999
mega-2014_04_17	2571.736	31.698	vtr	0.9996
mega-2014_04_17	2578.426	31.665	ballerina	0.9997
mega-2014_04_17	2579.577	30.030	colgate total12	0.9997
mega-2014_04_17	2619.150	31.632	cristal	0.9995
mega-2014_04_17	2624.839	35.602	mr big (2)	0.9997
mega-2014_04_17	2640.838	31.632	cristal	0.9995
mega-2014_04_17	2647.311	30.030	colgate total12	0.9999
mega-2014_04_17	2652.984	30.030	dove pelo	0.9997
mega-2014_04_17	2669.350	31.665	ballerina	0.9997
mega-2014_04_17	2681.662	20.053	pantene expert	0.9994
mega-2014_04_17	2692.907	31.598	mr big (2)	0.9997
mega-2014_04_17	2698.579	16.250	falabella connect	0.9994
mega-2014_04_17	2714.695	20.053	pantene expert	0.9997
mega-2014_04_17	2726.140	32.199	petrobras pantuflas mundialeras	0.9998
mega-2014_04_17	2748.379	31.765	limon soda	0.9999
mega-2014_04_17	2803.651	31.665	ballerina	0.9995
mega-2014_04_17	2811.642	30.030	colgate total12	0.9994
mega-2014_04_17	2820.434	30.464	colgate sensitive	0.9998
mega-2014_04_17	2827.041	31.598	mr big (2)	0.9994
mega-2014_04_17	2827.324	30.030	colgate total12	0.9994
mega-2014_04_17	2833.347	38.005	ballerina	0.9999
mega-2014_04_17	2858.355	30.030	colgate total12	0.9997
mega-2014_04_17	2863.844	20.053	pantene expert	0.9996
mega-2014_04_17	2897.228	30.030	dove pelo	0.9996
mega-2014_04_17	2899.814	31.532	soprole panacota	0.9998
mega-2014_04_17	2905.119	31.598	mr big (2)	0.9998
mega-2014_04_17	2928.242	20.053	pantene expert	0.9988
mega-2014_04_17	2940.805	31.632	cristal	0.9991
mega-2014_04_17	2948.279	30.030	colgate total12	0.9995
mega-2014_04_17	2958.289	43.377	dove pelo	0.9998
mega-2014_04_17	2977.925	30.464	colgate sensitive	0.9996
mega-2014_04_17	2987.117	25.092	scotiabank	0.9994
mega-2014_04_17	3005.803	31.765	limon soda	0.9998
mega-2014_04_17	3019.717	31.632	cristal	0.9993
mega-2014_04_17	3041.038	48.215	dove pelo	0.9998
mega-2014_04_17	3069.583	20.988	mall plaza	0.9995
mega-2014_04_17	3072.953	31.598	mall plaza (2)	0.9999
mega-2014_04_17	3077.658	32.199	petrobras pantuflas mundialeras	0.9997
mega-2014_04_17	3083.330	21.521	omo1	0.9994
mega-2014_04_17	3085.633	33.600	mall plaza (2)	0.9994
mega-2014_04_17	3103.283	43.343	ballerina	0.9996
mega-2014_04_17	3131.795	31.698	vtr	0.9981
mega-2014_04_17	3146.160	30.330	presto	0.9997
mega-2014_04_17	3149.947	25.092	scotiabank	0.9997
mega-2014_04_17	3162.076	31.532	soprole panacota	0.9998
mega-2014_04_17	3162.509	31.665	ballerina	0.9998
mega-2014_04_17	3172.786	30.464	colgate sensitive	0.9996
mega-2014_04_17	3178.759	31.532	soprole panacota	0.9994
mega-2014_04_17	3200.664	31.765	limon soda	0.9998
mega-2014_04_17	3220.667	30.464	colgate sensitive	0.9979
mega-2014_04_17	3227.057	39.540	vtr	0.9995
mega-2014_04_17	3247.494	31.532	soprole panacota	0.9995
mega-2014_04_17	3252.716	31.765	limon soda	0.9987
mega-2014_04_17	3258.906	20.053	pantene expert	0.9987
mega-2014_04_17	3261.809	31.598	mr big (2)	0.9996
mega-2014_04_17	3261.925	30.030	dove pelo	0.9997
mega-2014_04_17	3286.400	30.464	colgate sensitive	0.9983
mega-2014_04_17	3302.983	58.859	ballerina	0.9994
mega-2014_04_17	3335.716	31.598	mr big (2)	0.9997
mega-2014_04_17	3376.924	31.598	mr big (2)	0.9999
mega-2014_04_17	3400.063	30.030	dove pelo	0.9997
mega-2014_04_17	3415.596	30.330	presto	0.9997
mega-2014_04_17	3416.196	30.464	colgate sensitive	0.9997
mega-2014_04_17	3422.969	16.250	falabella connect	0.9996
mega-2014_04_17	3426.039	30.130	dfm motor	0.9994
mega-2014_04_17	3439.269	40.207	colgate total12	0.9992
mega-2014_04_17	3456.253	25.092	scotiabank	0.9958
mega-2014_04_17	3467.664	31.632	cristal	0.9999
mega-2014_04_17	3468.048	31.532	soprole panacota	0.9997
mega-2014_04_17	3470.684	16.250	falabella connect	0.9990
mega-2014_04_17	3475.522	31.598	mr big (2)	0.9998
mega-2014_04_17	3495.275	30.130	dfm motor	0.9993
mega-2014_04_17	3513.176	30.030	dove pelo	0.9997
mega-2014_04_17	3524.521	30.030	colgate total12	0.9995
mega-2014_04_17	3529.860	30.030	dove pelo	0.9997
mega-2014_04_17	3534.147	43.477	dfm motor	0.9997
mega-2014_04_17	3562.759	30.964	samsung	0.9966
mega-2014_04_17	3573.153	21.521	omo1	0.9988
mega-2014_04_17	3573.570	30.030	colgate total12	0.9980
mega-2014_04_17	3580.710	25.092	scotiabank	0.9971
mega-2014_04_23	0.000	34.184	ballerina	0.9996
mega-2014_04_23	27.194	30.030	dove pelo	0.9997
mega-2014_04_23	35.586	31.598	mr big (2)	0.9995
mega-2014_04_23	36.036	30.030	colgate total12	0.9995
mega-2014_04_23	47.564	31.665	ballerina	0.9996
mega-2014_04_23	47.881	30.030	dove pelo	0.9996
mega-2014_04_23	66.250	44.845	ballerina	0.9995
mega-2014_04_23	110.777	30.030	dove pelo	0.9996
mega-2014_04_23	110.994	50.284	mr big (2)	0.9998
mega-2014_04_23	165.349	31.665	ballerina	0.9998
mega-2014_04_23	189.406	31.598	mr big (2)	0.9994
mega-2014_04_23	208.208	30.030	colgate total12	0.9986
mega-2014_04_23	218.718	54.221	dove pelo	0.9999
mega-2014_04_23	249.449	31.632	cristal	0.9999
mega-2014_04_23	256.273	31.665	ballerina	0.9992
mega-2014_04_23	279.663	31.598	mall plaza (2)	0.9996
mega-2014_04_23	290.807	30.330	presto	0.9993
mega-2014_04_23	301.318	31.665	ballerina	0.9999
mega-2014_04_23	315.265	30.464	colgate sensitive	0.9992
mega-2014_04_23	329.863	49.650	cristal	0.9992
mega-2014_04_23	376.860	20.053	pantene expert	0.9996
mega-2014_04_23	398.899	31.698	vtr	0.9991
mega-2014_04_23	418.218	31.765	ferreteria mts	0.9996
mega-2014_04_23	423.306	31.598	mall plaza (2)	0.9996
mega-2014_04_23	444.761	20.053	pantene expert	0.9999
mega-2014_04_23	456.873	32.199	petrobras pantuflas mundialeras	0.9995
mega-2014_04_23	481.264	30.464	colgate sensitive	0.9997
mega-2014_04_23	486.269	30.130	dfm motor	0.9985
mega-2014_04_23	502.352	30.330	presto	0.9993
mega-2014_04_23	515.899	31.598	mall plaza (2)	0.9986
mega-2014_04_23	544.828	30.464	colgate sensitive	1.0000
mega-2014_04_23	573.039	25.092	scotiabank	0.9971
mega-2014_04_23	573.039	31.765	limon soda	0.9979
mega-2014_04_23	584.267	30.330	presto	0.9998
mega-2014_04_23	618.701	21.521	omo1	0.9999
mega-2014_04_23	624.824	31.632	cristal	0.9997
mega-2014_04_23	635.857	30.030	colgate total12	0.9999
mega-2014_04_23	639.889	36.370	soprole panacota	1.0000
mega-2014_04_23	656.856	30.964	samsung	0.9993
mega-2014_04_23	661.978	20.053	pantene expert	0.9994
mega-2014_04_23	668.051	44.444	mall plaza (2)	1.0000
mega-2014_04_23	720.303	32.199	petrobras pantuflas mundialeras	0.9992
mega-2014_04_23	732.282	31.598	mr big (2)	0.9997
mega-2014_04_23	740.957	16.250	falabella connect	0.9996
mega-2014_04_23	744.294	31.598	mr big (2)	0.9998
mega-2014_04_23	749.599	31.665	ballerina	0.9995
mega-2014_04_23	756.756	30.030	colgate total12	0.9997
mega-2014_04_23	760.960	50.484	cristal	0.9997
mega-2014_04_23	796.279	20.053	pantene expert	0.9992
mega-2014_04_23	812.996	52.352	ballerina	1.0000
mega-2014_04_23	861.527	30.030	dove pelo	0.9997
mega-2014_04_23	861.644	30.464	colgate sensitive	0.9995
mega-2014_04_23	862.195	30.030	dove pelo	0.9996
mega-2014_04_23	873.072	31.632	cristal	0.9983
mega-2014_04_23	892.475	32.199	petrobras pantuflas mundialeras	0.9991
mega-2014_04_23	898.014	30.464	colgate sensitive	0.9944
mega-2014_04_23	911.527	30.130	dfm motor	0.9989
mega-2014_04_23	929.145	31.598	mr big (2)	0.9994
mega-2014_04_23	944.393	30.464	colgate sensitive	0.9962
mega-2014_04_23	962.111	20.053	pantene expert	0.9998
mega-2014_04_23	992.859	36.303	cristal	0.9995
mega-2014_04_23	1003.186	31.665	ballerina	0.9996
mega-2014_04_23	1003.669	30.697	dove pelo	0.9998
mega-2014_04_23	1010.927	31.532	soprole panacota	0.9997
mega-2014_04_23	1011.010	45.045	dove pelo	0.9997
mega-2014_04_23	1044.093	16.250	falabella connect	0.9995
mega-2014_04_23	1047.930	31.598	mr big (2)	0.9997
mega-2014_04_23	1080.279	30.964	samsung	0.9951
mega-2014_04_23	1083.733	15.048	dove desodorante hombre	0.9923
mega-2014_04_23	1108.774	30.030	dove pelo	0.9996
mega-2014_04_23	1121.003	16.250	falabella connect	0.9994
mega-2014_04_23	1122.121	30.030	dove pelo	0.9998
mega-2014_04_23	1126.709	21.521	omo1	0.9998
mega-2014_04_23	1141.390	32.199	petrobras pantuflas mundialeras	0.9957
mega-2014_04_23	1146.312	31.698	vtr	0.9880
mega-2014_04_23	1147.596	30.464	colgate sensitive	0.9912
mega-2014_04_23	1149.949	25.092	scotiabank	0.9887
mega-2014_04_23	1152.935	30.464	colgate sensitive	0.9967
mega-2014_04_23	1170.336	30.030	dove pelo	0.9997
mega-2014_04_23	1181.530	31.665	ballerina	0.9998
mega-2014_04_23	1191.774	32.199	petrobras pantuflas mundialeras	0.9917
mega-2014_04_23	1199.031	31.698	vtr	0.9888
mega-2014_04_23	1205.988	42.309	colgate sensitive	0.9968
mega-2014_04_23	1239.121	31.598	mr big (2)	0.9999
mega-2014_04_23	1248.247	30.030	colgate total12	0.9965
mega-2014_04_23	1252.168	37.871	petrobras pantuflas mundialeras	0.9962
mega-2014_04_23	1288.204	31.532	soprole panacota	0.9998
mega-2014_04_23	1300.082	30.464	colgate sensitive	0.9988
mega-2014_04_23	1304.970	31.698	vtr	0.9990
mega-2014_04_23	1306.088	30.464	colgate sensitive	0.9991
mega-2014_04_23	1315.731	31.532	soprole panacota	0.9996
mega-2014_04_23	1320.069	21.521	omo1	0.9994
mega-2014_04_23	1343.809	25.092	scotiabank	0.9977
mega-2014_04_23	1349.515	30.030	dove pelo	0.9995
mega-2014_04_23	1365.142	30.030	colgate total12	0.9973
mega-2014_04_23	1396.645	21.521	omo1	0.9994
mega-2014_04_23	1425.925	31.698	vtr	0.9992
mega-2014_04_23	1428.344	21.521	omo1	0.9978
mega-2014_04_23	1441.357	32.199	petrobras pantuflas mundialeras	0.9940
mega-2014_04_23	1445.110	37.037	colgate total12	0.9994
mega-2014_04_23	1452.167	31.598	mr big (2)	0.9993
mega-2014_04_23	1452.301	30.330	presto	0.9992
mega-2014_04_23	1463.595	45.279	scotiabank	0.9976
mega-2014_04_23	1493.942	36.637	colgate sensitive	0.9966
mega-2014_04_23	1508.173	30.030	colgate total12	0.9991
mega-2014_04_23	1517.766	21.521	omo1	0.9989
mega-2014_04_23	1517.816	31.765	limon soda	0.9996
mega-2014_04_23	1523.389	55.656	samsung	0.9978
mega-2014_04_23	1550.349	26.093	scotiabank	0.9968
mega-2014_04_23	1568.100	31.632	cristal	0.9999
mega-2014_04_23	1568.367	31.765	limon soda	0.9998
mega-2014_04_23	1583.432	31.665	ballerina	0.9998
mega-2014_04_23	1602.084	20.053	pantene expert	0.9989
mega-2014_04_23	1604.970	31.632	cristal	0.9998
mega-2014_04_23	1613.195	32.199	petrobras pantuflas mundialeras	0.9997
mega-2014_04_23	1620.319	31.632	cristal	0.9998
mega-2014_04_23	1629.478	31.665	ballerina	0.9998
mega-2014_04_23	1629.762	31.765	ferreteria mts	0.9998
mega-2014_04_23	1630.212	31.532	soprole panacota	0.9998
mega-2014_04_23	1635.767	31.765	limon soda	0.9996
mega-2014_04_23	1642.224	21.521	omo1	0.9993
mega-2014_04_23	1667.316	20.053	pantene expert	0.9996
mega-2014_04_23	1685.133	39.473	colgate sensitive	0.9984
mega-2014_04_23	1709.591	16.250	falabella connect	0.9996
mega-2014_04_23	1713.996	30.130	dfm motor	0.9990
mega-2014_04_23	1749.748	30.030	dove pelo	0.9995
mega-2014_04_23	1768.817	31.598	mr big (2)	0.9998
mega-2014_04_23	1786.702	32.199	petrobras pantuflas mundialeras	1.0000
